Order ID,Order Date,Region,Segment,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-00503,2022-01-03 08:58:06.543271636,East,Corporate,Furniture,Furnishings,124.3,5,0.0,18.17
ORD-00504,2022-01-04 02:29:50.095047524,East,Consumer,Technology,Phones,20.97,6,0.0,51.74
ORD-00505,2022-01-04 20:01:33.646823412,East,Home Office,Technology,Accessories,99.78,2,0.1,8.38
ORD-00506,2022-01-05 13:33:17.198599300,Central,Consumer,Technology,Accessories,739.05,10,0.0,-8.49
ORD-00507,2022-01-06 07:05:00.750375188,East,Consumer,Office Supplies,Envelopes,46.69,10,0.0,75.41
ORD-00508,2022-01-07 00:36:44.302151076,Central,Corporate,Furniture,Bookcases,41.29,1,0.2,215.96
ORD-00509,2022-01-07 18:08:27.853926964,East,Consumer,Technology,Copiers,159.73,4,0.2,23.38
ORD-00510,2022-01-08 11:40:11.405702852,East,Consumer,Office Supplies,Art,169.6,7,0.0,132.0
ORD-00511,2022-01-09 05:11:54.957478740,West,Home Office,Furniture,Tables,233.45,6,0.0,-46.62
ORD-00512,2022-01-09 22:43:38.509254628,Central,Corporate,Office Supplies,Paper,129.48,10,0.2,-83.41
ORD-00513,2022-01-10 16:15:22.061030516,East,Consumer,Technology,Computers,161.78,1,0.1,95.33
ORD-00514,2022-01-11 09:47:05.612806404,Central,Home Office,Technology,Phones,97.41,1,0.15,26.65
ORD-00515,2022-01-12 03:18:49.164582292,Central,Corporate,Technology,Phones,32.11,8,0.15,162.95
ORD-00516,2022-01-12 20:50:32.716358180,South,Corporate,Office Supplies,Paper,136.23,4,0.0,182.54
ORD-00517,2022-01-13 14:22:16.268134068,West,Home Office,Office Supplies,Binders,354.08,5,0.3,133.91
ORD-00518,2022-01-14 07:53:59.819909956,West,Home Office,Technology,Phones,275.36,13,0.2,131.74
ORD-00519,2022-01-15 01:25:43.371685844,West,Home Office,Office Supplies,Binders,18.3,7,0.2,-292.54
ORD-00520,2022-01-15 18:57:26.923461732,South,Home Office,Technology,Copiers,200.8,8,0.0,94.45
ORD-00521,2022-01-16 12:29:10.475237620,South,Home Office,Technology,Accessories,50.84,10,0.15,136.29
ORD-00522,2022-01-17 06:00:54.027013508,West,Consumer,Furniture,Bookcases,788.87,7,0.0,-77.18
ORD-00523,2022-01-17 23:32:37.578789396,South,Consumer,Office Supplies,Paper,219.54,2,0.1,50.88
ORD-00524,2022-01-18 17:04:21.130565284,South,Corporate,Technology,Computers,435.08,4,0.1,-54.27
ORD-00525,2022-01-19 10:36:04.682341172,South,Consumer,Technology,Accessories,152.23,10,0.0,152.75
ORD-00526,2022-01-20 04:07:48.234117060,West,Consumer,Office Supplies,Binders,137.1,12,0.0,-45.6
ORD-00527,2022-01-20 21:39:31.785892948,West,Consumer,Furniture,Tables,893.38,1,0.15,-29.29
ORD-00528,2022-01-21 15:11:15.337668836,West,Home Office,Furniture,Chairs,476.91,10,0.0,3.59
ORD-00529,2022-01-22 08:42:58.889444724,South,Corporate,Technology,Accessories,170.96,9,0.0,274.94
ORD-00530,2022-01-23 02:14:42.441220612,West,Corporate,Office Supplies,Paper,116.79,3,0.0,150.47
ORD-00531,2022-01-23 19:46:25.992996500,South,Corporate,Furniture,Chairs,19.13,12,0.3,211.26
ORD-00532,2022-01-24 13:18:09.544772388,East,Corporate,Office Supplies,Art,219.09,3,0.0,-131.31
ORD-00533,2022-01-25 06:49:53.096548276,South,Consumer,Office Supplies,Art,127.57,10,0.1,-76.93
ORD-00534,2022-01-26 00:21:36.648324164,Central,Consumer,Technology,Copiers,288.52,9,0.15,183.86
ORD-00535,2022-01-26 17:53:20.200100052,West,Home Office,Furniture,Furnishings,415.46,10,0.1,-126.02
ORD-00536,2022-01-27 11:25:03.751875940,West,Corporate,Technology,Computers,651.65,3,0.15,-17.17
ORD-00537,2022-01-28 04:56:47.303651828,Central,Consumer,Furniture,Bookcases,222.38,8,0.0,255.53
ORD-00538,2022-01-28 22:28:30.855427716,South,Consumer,Furniture,Furnishings,42.28,2,0.1,-46.35
ORD-00539,2022-01-29 16:00:14.407203604,East,Home Office,Furniture,Tables,11.26,13,0.0,-132.1
ORD-00540,2022-01-30 09:31:57.958979492,Central,Home Office,Furniture,Tables,55.17,3,0.15,54.75
ORD-00541,2022-01-31 03:03:41.510755380,Central,Home Office,Furniture,Tables,735.23,2,0.0,-127.97
ORD-00542,2022-01-31 20:35:25.062531268,South,Consumer,Office Supplies,Envelopes,1323.7,1,0.3,173.73
ORD-00543,2022-02-01 14:07:08.614307156,West,Consumer,Technology,Accessories,111.56,2,0.1,-39.49
ORD-00544,2022-02-02 07:38:52.166083044,South,Home Office,Office Supplies,Paper,25.71,8,0.0,-59.52
ORD-00545,2022-02-03 01:10:35.717858932,Central,Corporate,Furniture,Tables,68.16,9,0.2,52.94
ORD-00546,2022-02-03 18:42:19.269634820,Central,Home Office,Technology,Copiers,581.36,13,0.1,9.56
ORD-00547,2022-02-04 12:14:02.821410708,West,Home Office,Furniture,Furnishings,73.02,2,0.1,75.23
ORD-00548,2022-02-05 05:45:46.373186596,West,Home Office,Technology,Phones,300.95,7,0.1,102.15
ORD-00549,2022-02-05 23:17:29.924962480,West,Home Office,Office Supplies,Paper,181.68,5,0.0,28.27
ORD-00550,2022-02-06 16:49:13.476738368,South,Consumer,Technology,Copiers,347.93,3,0.0,-66.14
ORD-00551,2022-02-07 10:20:57.028514256,West,Corporate,Technology,Accessories,1315.03,9,0.0,123.05
ORD-00552,2022-02-08 03:52:40.580290144,Central,Home Office,Technology,Phones,301.19,6,0.1,-19.34
ORD-00553,2022-02-08 21:24:24.132066032,Central,Corporate,Technology,Copiers,177.03,11,0.0,-36.91
ORD-00554,2022-02-09 14:56:07.683841920,East,Corporate,Technology,Phones,1501.24,1,0.1,64.27
ORD-00555,2022-02-10 08:27:51.235617808,South,Corporate,Furniture,Bookcases,225.76,5,0.0,-142.87
ORD-00556,2022-02-11 01:59:34.787393696,East,Home Office,Technology,Computers,57.31,7,0.15,89.09
ORD-00557,2022-02-11 19:31:18.339169584,Central,Consumer,Technology,Phones,338.65,4,0.0,69.58
ORD-00558,2022-02-12 13:03:01.890945472,East,Home Office,Office Supplies,Art,253.9,8,0.0,162.18
ORD-00559,2022-02-13 06:34:45.442721360,Central,Corporate,Technology,Copiers,102.57,10,0.1,-0.04
ORD-00560,2022-02-14 00:06:28.994497248,East,Corporate,Office Supplies,Paper,79.75,5,0.0,182.48
ORD-00561,2022-02-14 17:38:12.546273136,West,Consumer,Furniture,Chairs,103.76,9,0.3,102.96
ORD-00562,2022-02-15 11:09:56.098049024,East,Home Office,Technology,Copiers,78.39,9,0.2,47.32
ORD-00563,2022-02-16 04:41:39.649824912,West,Corporate,Office Supplies,Binders,107.89,9,0.1,231.67
ORD-00564,2022-02-16 22:13:23.201600800,West,Consumer,Office Supplies,Envelopes,53.98,1,0.0,59.52
ORD-00565,2022-02-17 15:45:06.753376688,South,Corporate,Furniture,Chairs,235.89,2,0.0,-1.84
ORD-00566,2022-02-18 09:16:50.305152576,West,Consumer,Technology,Copiers,215.6,3,0.0,62.38
ORD-00567,2022-02-19 02:48:33.856928464,West,Consumer,Technology,Accessories,224.58,4,0.15,-3.9
ORD-00568,2022-02-19 20:20:17.408704352,East,Home Office,Office Supplies,Envelopes,137.71,10,0.15,87.36
ORD-00569,2022-02-20 13:52:00.960480240,Central,Corporate,Technology,Phones,119.92,9,0.3,182.07
ORD-00570,2022-02-21 07:23:44.512256128,South,Home Office,Office Supplies,Envelopes,837.49,10,0.1,49.2
ORD-00571,2022-02-22 00:55:28.064032016,West,Corporate,Technology,Computers,160.92,13,0.0,59.01
ORD-00572,2022-02-22 18:27:11.615807904,South,Home Office,Office Supplies,Envelopes,676.22,6,0.3,129.78
ORD-00573,2022-02-23 11:58:55.167583792,East,Corporate,Technology,Computers,44.89,1,0.2,168.72
ORD-00574,2022-02-24 05:30:38.719359680,West,Home Office,Furniture,Bookcases,300.97,12,0.2,4.74
ORD-00575,2022-02-24 23:02:22.271135568,East,Consumer,Technology,Computers,61.46,9,0.3,67.23
ORD-00576,2022-02-25 16:34:05.822911456,South,Corporate,Technology,Copiers,76.14,6,0.0,130.23
ORD-00577,2022-02-26 10:05:49.374687344,East,Corporate,Furniture,Chairs,90.53,4,0.15,83.0
ORD-00578,2022-02-27 03:37:32.926463232,South,Consumer,Technology,Computers,83.97,4,0.0,-136.21
ORD-00579,2022-02-27 21:09:16.478239120,East,Home Office,Furniture,Bookcases,84.48,3,0.1,148.27
ORD-00580,2022-02-28 14:41:00.030015008,South,Corporate,Technology,Computers,639.53,7,0.0,102.29
ORD-00581,2022-03-01 08:12:43.581790896,Central,Corporate,Office Supplies,Binders,156.73,3,0.1,109.39
ORD-00582,2022-03-02 01:44:27.133566784,East,Home Office,Office Supplies,Binders,194.43,2,0.1,-69.22
ORD-00583,2022-03-02 19:16:10.685342672,East,Consumer,Technology,Accessories,85.75,10,0.0,65.24
ORD-00584,2022-03-03 12:47:54.237118560,Central,Home Office,Technology,Copiers,415.02,8,0.15,134.33
ORD-00585,2022-03-04 06:19:37.788894448,Central,Home Office,Technology,Computers,227.25,4,0.0,-38.06
ORD-00586,2022-03-04 23:51:21.340670336,East,Home Office,Office Supplies,Binders,102.44,8,0.0,-12.05
ORD-00587,2022-03-05 17:23:04.892446224,Central,Corporate,Technology,Phones,22.17,1,0.3,136.05
ORD-00588,2022-03-06 10:54:48.444222112,West,Consumer,Office Supplies,Art,192.4,5,0.0,-16.71
ORD-00589,2022-03-07 04:26:31.995998000,South,Consumer,Furniture,Tables,296.13,13,0.0,29.15
ORD-00590,2022-03-07 21:58:15.547773888,South,Home Office,Office Supplies,Art,45.85,9,0.1,-53.46
ORD-00591,2022-03-08 15:29:59.099549776,South,Corporate,Office Supplies,Binders,104.12,1,0.15,231.99
ORD-00592,2022-03-09 09:01:42.651325664,West,Home Office,Furniture,Furnishings,282.76,11,0.2,102.06
ORD-00593,2022-03-10 02:33:26.203101552,Central,Corporate,Office Supplies,Envelopes,22.53,13,0.0,24.46
ORD-00594,2022-03-10 20:05:09.754877440,Central,Corporate,Technology,Computers,68.13,4,0.2,5.76
ORD-00595,2022-03-11 13:36:53.306653328,East,Corporate,Technology,Copiers,233.29,6,0.1,-72.84
ORD-00596,2022-03-12 07:08:36.858429216,Central,Corporate,Office Supplies,Binders,558.93,10,0.0,38.99
ORD-00597,2022-03-13 00:40:20.410205104,East,Consumer,Technology,Copiers,2044.56,8,0.2,116.51
ORD-00598,2022-03-13 18:12:03.961980992,West,Corporate,Office Supplies,Paper,1556.8,3,0.0,-30.98
ORD-00599,2022-03-14 11:43:47.513756880,South,Corporate,Technology,Phones,176.36,5,0.0,60.55
ORD-00600,2022-03-15 05:15:31.065532768,South,Home Office,Technology,Phones,83.01,7,0.1,13.26
ORD-00601,2022-03-15 22:47:14.617308656,South,Home Office,Office Supplies,Art,449.33,1,0.2,188.01
ORD-00602,2022-03-16 16:18:58.169084544,Central,Consumer,Technology,Accessories,77.3,7,0.3,-13.67
ORD-00603,2022-03-17 09:50:41.720860432,East,Home Office,Office Supplies,Paper,59.47,13,0.0,127.72
ORD-00604,2022-03-18 03:22:25.272636320,East,Corporate,Technology,Accessories,102.89,12,0.2,189.4
ORD-00605,2022-03-18 20:54:08.824412208,West,Home Office,Technology,Copiers,88.52,11,0.3,12.29
ORD-00606,2022-03-19 14:25:52.376188096,Central,Consumer,Furniture,Tables,243.51,8,0.3,-8.86
ORD-00607,2022-03-20 07:57:35.927963984,West,Home Office,Furniture,Tables,72.03,8,0.2,142.27
ORD-00608,2022-03-21 01:29:19.479739872,East,Home Office,Office Supplies,Binders,164.37,9,0.15,-128.12
ORD-00609,2022-03-21 19:01:03.031515760,East,Consumer,Furniture,Chairs,1006.21,6,0.2,93.06
ORD-00610,2022-03-22 12:32:46.583291648,South,Consumer,Office Supplies,Art,171.84,12,0.1,-107.53
ORD-00611,2022-03-23 06:04:30.135067536,Central,Corporate,Furniture,Furnishings,916.07,6,0.3,172.24
ORD-00612,2022-03-23 23:36:13.686843424,East,Home Office,Technology,Copiers,627.95,2,0.0,24.79
ORD-00613,2022-03-24 17:07:57.238619312,South,Corporate,Office Supplies,Paper,302.01,3,0.1,40.92
ORD-00614,2022-03-25 10:39:40.790395200,Central,Home Office,Office Supplies,Envelopes,97.03,4,0.0,-22.42
ORD-00615,2022-03-26 04:11:24.342171088,West,Home Office,Technology,Copiers,517.29,4,0.0,-108.27
ORD-00616,2022-03-26 21:43:07.893946976,Central,Corporate,Office Supplies,Envelopes,109.95,8,0.2,176.59
ORD-00617,2022-03-27 15:14:51.445722864,Central,Home Office,Office Supplies,Envelopes,148.06,1,0.15,32.89
ORD-00618,2022-03-28 08:46:34.997498752,East,Home Office,Furniture,Bookcases,220.58,10,0.0,370.88
ORD-00619,2022-03-29 02:18:18.549274640,East,Home Office,Office Supplies,Envelopes,147.46,4,0.15,-31.02
ORD-00620,2022-03-29 19:50:02.101050528,Central,Consumer,Technology,Computers,62.53,11,0.15,-14.67
ORD-00621,2022-03-30 13:21:45.652826416,East,Corporate,Furniture,Chairs,23.75,12,0.15,-39.72
ORD-00622,2022-03-31 06:53:29.204602304,East,Consumer,Furniture,Bookcases,469.17,13,0.2,32.38
ORD-00623,2022-04-01 00:25:12.756378192,East,Corporate,Technology,Copiers,294.24,11,0.0,207.52
ORD-00624,2022-04-01 17:56:56.308154080,South,Corporate,Technology,Accessories,18.83,11,0.0,151.01
ORD-00625,2022-04-02 11:28:39.859929968,South,Home Office,Furniture,Furnishings,60.57,4,0.3,-100.46
ORD-00626,2022-04-03 05:00:23.411705856,Central,Corporate,Office Supplies,Binders,183.99,1,0.15,170.41
ORD-00627,2022-04-03 22:32:06.963481744,East,Consumer,Furniture,Chairs,252.42,3,0.3,118.28
ORD-00628,2022-04-04 16:03:50.515257632,South,Consumer,Technology,Copiers,24.0,5,0.3,98.14
ORD-00629,2022-04-05 09:35:34.067033520,Central,Consumer,Furniture,Furnishings,133.34,6,0.0,-18.42
ORD-00630,2022-04-06 03:07:17.618809408,East,Corporate,Technology,Copiers,283.61,9,0.2,-10.99
ORD-00631,2022-04-06 20:39:01.170585296,West,Consumer,Furniture,Furnishings,97.34,9,0.2,63.71
ORD-00632,2022-04-07 14:10:44.722361184,East,Corporate,Office Supplies,Paper,201.74,9,0.1,-5.32
ORD-00633,2022-04-08 07:42:28.274137072,East,Consumer,Furniture,Chairs,82.68,11,0.3,181.26
ORD-00634,2022-04-09 01:14:11.825912960,South,Consumer,Furniture,Tables,441.88,1,0.2,-9.6
ORD-00635,2022-04-09 18:45:55.377688848,Central,Corporate,Technology,Phones,56.88,12,0.15,-144.68
ORD-00636,2022-04-10 12:17:38.929464736,Central,Consumer,Technology,Copiers,37.69,9,0.0,-80.15
ORD-00637,2022-04-11 05:49:22.481240624,South,Home Office,Technology,Computers,153.66,13,0.15,-73.8
ORD-00638,2022-04-11 23:21:06.033016512,East,Corporate,Furniture,Tables,26.57,8,0.0,23.67
ORD-00639,2022-04-12 16:52:49.584792400,West,Corporate,Office Supplies,Binders,11.87,2,0.2,71.61
ORD-00640,2022-04-13 10:24:33.136568288,East,Corporate,Technology,Copiers,544.83,13,0.2,55.38
ORD-00641,2022-04-14 03:56:16.688344176,East,Home Office,Technology,Accessories,45.56,11,0.1,96.09
ORD-00642,2022-04-14 21:28:00.240120064,West,Corporate,Furniture,Furnishings,29.95,1,0.3,24.77
ORD-00643,2022-04-15 14:59:43.791895952,South,Consumer,Technology,Phones,56.03,1,0.0,28.31
ORD-00644,2022-04-16 08:31:27.343671840,Central,Consumer,Office Supplies,Paper,53.09,12,0.2,225.19
ORD-00645,2022-04-17 02:03:10.895447728,South,Consumer,Office Supplies,Envelopes,125.14,6,0.1,170.54
ORD-00646,2022-04-17 19:34:54.447223616,South,Corporate,Technology,Copiers,39.96,9,0.1,90.83
ORD-00647,2022-04-18 13:06:37.998999504,East,Consumer,Technology,Computers,269.84,7,0.0,141.67
ORD-00648,2022-04-19 06:38:21.550775392,Central,Corporate,Furniture,Furnishings,322.3,5,0.15,-142.62
ORD-00649,2022-04-20 00:10:05.102551280,Central,Consumer,Office Supplies,Binders,32.14,11,0.15,-32.25
ORD-00650,2022-04-20 17:41:48.654327168,South,Home Office,Office Supplies,Paper,70.69,2,0.15,6.78
ORD-00651,2022-04-21 11:13:32.206103056,West,Home Office,Technology,Computers,79.23,1,0.0,-31.08
ORD-00652,2022-04-22 04:45:15.757878944,South,Home Office,Furniture,Furnishings,121.75,2,0.3,-104.57
ORD-00653,2022-04-22 22:16:59.309654832,West,Home Office,Office Supplies,Paper,544.15,1,0.3,92.05
ORD-00654,2022-04-23 15:48:42.861430720,Central,Corporate,Office Supplies,Art,583.11,3,0.15,188.57
ORD-00655,2022-04-24 09:20:26.413206608,South,Consumer,Furniture,Tables,2976.91,6,0.0,48.72
ORD-00656,2022-04-25 02:52:09.964982496,East,Home Office,Furniture,Chairs,9.74,13,0.0,114.82
ORD-00657,2022-04-25 20:23:53.516758384,South,Corporate,Office Supplies,Binders,48.95,8,0.3,45.75
ORD-00658,2022-04-26 13:55:37.068534272,Central,Home Office,Office Supplies,Paper,1308.73,3,0.15,5.84
ORD-00659,2022-04-27 07:27:20.620310152,East,Home Office,Furniture,Chairs,17.1,10,0.0,141.92
ORD-00660,2022-04-28 00:59:04.172086040,East,Corporate,Office Supplies,Binders,1273.49,9,0.0,-92.82
ORD-00661,2022-04-28 18:30:47.723861928,West,Corporate,Technology,Accessories,177.12,10,0.15,-136.34
ORD-00662,2022-04-29 12:02:31.275637816,East,Consumer,Technology,Phones,185.11,5,0.0,-94.23
ORD-00663,2022-04-30 05:34:14.827413704,East,Consumer,Furniture,Chairs,31.95,7,0.2,135.36
ORD-00664,2022-04-30 23:05:58.379189592,South,Home Office,Furniture,Chairs,86.37,8,0.0,58.72
ORD-00665,2022-05-01 16:37:41.930965480,Central,Home Office,Furniture,Bookcases,1208.16,3,0.1,87.65
ORD-00666,2022-05-02 10:09:25.482741368,West,Consumer,Technology,Accessories,140.16,2,0.1,217.69
ORD-00667,2022-05-03 03:41:09.034517256,South,Consumer,Office Supplies,Envelopes,87.06,2,0.0,-66.33
ORD-00668,2022-05-03 21:12:52.586293144,East,Corporate,Technology,Computers,241.5,5,0.1,170.42
ORD-00669,2022-05-04 14:44:36.138069032,East,Consumer,Office Supplies,Art,117.84,1,0.3,10.37
ORD-00670,2022-05-05 08:16:19.689844920,West,Consumer,Technology,Computers,224.57,2,0.0,-4.84
ORD-00671,2022-05-06 01:48:03.241620808,Central,Home Office,Office Supplies,Envelopes,53.53,13,0.0,58.12
ORD-00672,2022-05-06 19:19:46.793396696,West,Consumer,Technology,Computers,135.29,9,0.0,73.77
ORD-00673,2022-05-07 12:51:30.345172584,South,Home Office,Furniture,Bookcases,68.77,7,0.15,28.95
ORD-00674,2022-05-08 06:23:13.896948472,West,Consumer,Technology,Computers,17.03,6,0.15,111.03
ORD-00675,2022-05-08 23:54:57.448724360,East,Corporate,Office Supplies,Art,264.63,9,0.0,58.52
ORD-00676,2022-05-09 17:26:41.000500248,South,Consumer,Technology,Computers,33.77,7,0.1,30.07
ORD-00677,2022-05-10 10:58:24.552276136,East,Consumer,Technology,Accessories,121.79,11,0.2,8.37
ORD-00678,2022-05-11 04:30:08.104052024,Central,Consumer,Technology,Accessories,450.92,5,0.1,73.83
ORD-00679,2022-05-11 22:01:51.655827912,East,Home Office,Furniture,Tables,24.6,9,0.3,-85.67
ORD-00680,2022-05-12 15:33:35.207603800,East,Corporate,Technology,Copiers,306.62,6,0.0,-57.45
ORD-00681,2022-05-13 09:05:18.759379688,West,Consumer,Furniture,Chairs,103.57,6,0.2,13.25
ORD-00682,2022-05-14 02:37:02.311155576,East,Home Office,Furniture,Furnishings,46.53,11,0.2,104.49
ORD-00683,2022-05-14 20:08:45.862931464,South,Corporate,Technology,Computers,1681.61,4,0.1,264.29
ORD-00684,2022-05-15 13:40:29.414707352,South,Home Office,Technology,Copiers,148.31,13,0.2,34.07
ORD-00685,2022-05-16 07:12:12.966483240,Central,Home Office,Technology,Accessories,75.06,12,0.2,-127.42
ORD-00686,2022-05-17 00:43:56.518259128,South,Corporate,Office Supplies,Paper,58.19,1,0.15,-29.02
ORD-00687,2022-05-17 18:15:40.070035016,West,Consumer,Technology,Computers,427.26,5,0.0,115.89
ORD-00688,2022-05-18 11:47:23.621810904,Central,Home Office,Furniture,Tables,71.2,11,0.0,-47.03
ORD-00689,2022-05-19 05:19:07.173586792,South,Home Office,Technology,Computers,367.9,9,0.1,-80.57
ORD-00690,2022-05-19 22:50:50.725362680,West,Consumer,Office Supplies,Paper,147.97,13,0.15,115.37
ORD-00691,2022-05-20 16:22:34.277138568,South,Consumer,Technology,Accessories,566.47,8,0.3,96.49
ORD-00692,2022-05-21 09:54:17.828914456,South,Corporate,Office Supplies,Binders,42.48,8,0.3,-97.25
ORD-00693,2022-05-22 03:26:01.380690344,East,Corporate,Office Supplies,Envelopes,50.22,5,0.0,-39.5
ORD-00694,2022-05-22 20:57:44.932466232,South,Corporate,Technology,Computers,105.93,12,0.2,174.47
ORD-00695,2022-05-23 14:29:28.484242120,South,Consumer,Furniture,Tables,117.02,9,0.2,135.28
ORD-00696,2022-05-24 08:01:12.036018008,West,Home Office,Office Supplies,Binders,96.98,3,0.1,-69.74
ORD-00697,2022-05-25 01:32:55.587793896,West,Home Office,Technology,Computers,3490.25,3,0.0,-148.89
ORD-00698,2022-05-25 19:04:39.139569784,East,Corporate,Technology,Accessories,1764.98,1,0.0,76.85
ORD-00699,2022-05-26 12:36:22.691345672,South,Consumer,Furniture,Furnishings,212.48,9,0.1,20.39
ORD-00700,2022-05-27 06:08:06.243121560,East,Home Office,Office Supplies,Art,244.78,6,0.1,68.17
ORD-00701,2022-05-27 23:39:49.794897448,South,Corporate,Office Supplies,Envelopes,111.75,2,0.15,113.47
ORD-00702,2022-05-28 17:11:33.346673336,Central,Home Office,Technology,Computers,42.11,8,0.3,-45.63
ORD-00703,2022-05-29 10:43:16.898449224,Central,Home Office,Technology,Phones,119.28,12,0.1,6.79
ORD-00704,2022-05-30 04:15:00.450225112,East,Consumer,Furniture,Bookcases,374.41,9,0.3,-39.91
ORD-00705,2022-05-30 21:46:44.002001000,East,Consumer,Furniture,Chairs,711.06,9,0.0,-36.32
ORD-00706,2022-05-31 15:18:27.553776888,East,Home Office,Office Supplies,Art,490.22,2,0.3,106.48
ORD-00707,2022-06-01 08:50:11.105552776,West,Corporate,Office Supplies,Binders,24.25,2,0.15,64.41
ORD-00708,2022-06-02 02:21:54.657328664,West,Consumer,Technology,Accessories,104.89,13,0.2,-106.29
ORD-00709,2022-06-02 19:53:38.209104552,West,Home Office,Office Supplies,Binders,25.47,7,0.2,122.51
ORD-00710,2022-06-03 13:25:21.760880440,East,Consumer,Furniture,Bookcases,603.42,11,0.3,14.99
ORD-00711,2022-06-04 06:57:05.312656328,South,Consumer,Furniture,Tables,90.48,4,0.2,127.12
ORD-00712,2022-06-05 00:28:48.864432216,Central,Consumer,Technology,Computers,140.26,13,0.2,-51.47
ORD-00713,2022-06-05 18:00:32.416208104,East,Home Office,Furniture,Furnishings,264.03,1,0.0,-42.57
ORD-00714,2022-06-06 11:32:15.967983992,West,Corporate,Furniture,Tables,4102.57,8,0.0,75.17
ORD-00715,2022-06-07 05:03:59.519759880,West,Corporate,Furniture,Furnishings,204.78,2,0.15,-59.65
ORD-00716,2022-06-07 22:35:43.071535768,East,Corporate,Furniture,Tables,111.51,3,0.15,22.51
ORD-00717,2022-06-08 16:07:26.623311656,East,Consumer,Technology,Phones,33.47,5,0.2,-71.01
ORD-00718,2022-06-09 09:39:10.175087544,West,Home Office,Technology,Computers,854.37,3,0.0,10.86
ORD-00719,2022-06-10 03:10:53.726863432,South,Consumer,Office Supplies,Paper,119.35,7,0.15,46.81
ORD-00720,2022-06-10 20:42:37.278639320,West,Corporate,Furniture,Chairs,1084.17,7,0.0,51.53
ORD-00721,2022-06-11 14:14:20.830415208,West,Corporate,Office Supplies,Binders,559.33,2,0.1,13.53
ORD-00722,2022-06-12 07:46:04.382191096,East,Home Office,Technology,Phones,85.15,13,0.0,83.34
ORD-00723,2022-06-13 01:17:47.933966984,South,Consumer,Technology,Copiers,27.92,13,0.2,64.78
ORD-00724,2022-06-13 18:49:31.485742872,West,Corporate,Technology,Accessories,205.84,7,0.2,41.06
ORD-00725,2022-06-14 12:21:15.037518760,West,Home Office,Technology,Computers,70.96,11,0.0,-12.59
ORD-00726,2022-06-15 05:52:58.589294648,Central,Consumer,Technology,Phones,155.59,6,0.3,156.82
ORD-00727,2022-06-15 23:24:42.141070536,East,Consumer,Technology,Computers,522.62,10,0.15,88.63
ORD-00728,2022-06-16 16:56:25.692846424,Central,Corporate,Technology,Copiers,20.4,9,0.3,-53.61
ORD-00729,2022-06-17 10:28:09.244622312,Central,Corporate,Furniture,Tables,203.88,13,0.3,114.89
ORD-00730,2022-06-18 03:59:52.796398200,West,Consumer,Office Supplies,Binders,369.27,9,0.15,137.55
ORD-00731,2022-06-18 21:31:36.348174088,East,Consumer,Technology,Phones,391.4,2,0.15,41.84
ORD-00732,2022-06-19 15:03:19.899949976,South,Corporate,Furniture,Furnishings,28.9,7,0.2,48.49
ORD-00733,2022-06-20 08:35:03.451725864,West,Consumer,Furniture,Bookcases,245.48,5,0.15,-155.89
ORD-00734,2022-06-21 02:06:47.003501752,South,Corporate,Office Supplies,Art,629.07,13,0.0,-34.34
ORD-00735,2022-06-21 19:38:30.555277640,South,Consumer,Technology,Phones,224.05,6,0.0,134.37
ORD-00736,2022-06-22 13:10:14.107053528,East,Corporate,Office Supplies,Binders,129.17,1,0.1,-28.26
ORD-00737,2022-06-23 06:41:57.658829416,Central,Home Office,Technology,Phones,582.62,7,0.15,34.02
ORD-00738,2022-06-24 00:13:41.210605304,East,Corporate,Furniture,Chairs,64.51,6,0.0,-35.86
ORD-00739,2022-06-24 17:45:24.762381192,South,Corporate,Furniture,Chairs,23.67,4,0.1,73.08
ORD-00740,2022-06-25 11:17:08.314157080,West,Home Office,Furniture,Tables,116.66,1,0.2,89.37
ORD-00741,2022-06-26 04:48:51.865932968,South,Consumer,Furniture,Furnishings,282.04,9,0.15,92.05
ORD-00742,2022-06-26 22:20:35.417708856,West,Home Office,Office Supplies,Paper,516.32,4,0.0,-63.94
ORD-00743,2022-06-27 15:52:18.969484744,West,Corporate,Technology,Computers,280.51,2,0.0,60.67
ORD-00744,2022-06-28 09:24:02.521260632,East,Consumer,Technology,Copiers,404.63,8,0.1,207.66
ORD-00745,2022-06-29 02:55:46.073036520,South,Home Office,Office Supplies,Paper,520.28,2,0.0,124.85
ORD-00746,2022-06-29 20:27:29.624812408,Central,Consumer,Technology,Accessories,98.77,5,0.15,59.33
ORD-00747,2022-06-30 13:59:13.176588296,South,Consumer,Furniture,Furnishings,124.27,11,0.0,-143.1
ORD-00748,2022-07-01 07:30:56.728364184,South,Home Office,Technology,Phones,695.48,6,0.0,25.06
ORD-00749,2022-07-02 01:02:40.280140072,Central,Consumer,Furniture,Furnishings,34.74,11,0.0,214.64
ORD-00750,2022-07-02 18:34:23.831915960,East,Home Office,Office Supplies,Envelopes,248.38,13,0.2,181.86
ORD-00751,2022-07-03 12:06:07.383691848,South,Corporate,Technology,Copiers,62.8,8,0.0,96.14
ORD-00752,2022-07-04 05:37:50.935467736,South,Consumer,Office Supplies,Envelopes,555.75,11,0.15,-21.93
ORD-00753,2022-07-04 23:09:34.487243624,West,Corporate,Technology,Copiers,145.25,1,0.0,55.23
