Employee ID,Hire Date,Department,Title,Salary,Performance Score,Years Experience,Satisfaction Score,Left Company
EMP-0277,2020-04-09 02:56:01.923847712,Finance,Senior Manager,72100.0,3.6,3,2.8,True
EMP-0278,2020-04-16 01:43:53.266533056,Operations,Senior Manager,35400.0,3.0,19,4.0,False
EMP-0279,2020-04-23 00:31:44.609218432,Finance,Director,98500.0,2.9,8,3.3,False
EMP-0280,2020-04-29 23:19:35.951903808,Sales,Senior Analyst,48700.0,3.9,5,4.3,False
EMP-0281,2020-05-06 22:07:27.294589184,Sales,Senior Analyst,64800.0,3.0,2,3.4,False
EMP-0282,2020-05-13 20:55:18.637274560,Finance,Manager,107200.0,3.0,21,3.2,True
EMP-0283,2020-05-20 19:43:09.979959936,Marketing,Analyst,92400.0,3.4,1,2.2,False
EMP-0284,2020-05-27 18:31:01.322645280,Marketing,Senior Analyst,61800.0,3.6,17,4.7,False
EMP-0285,2020-06-03 17:18:52.665330656,Marketing,Director,42300.0,4.3,22,4.3,False
EMP-0286,2020-06-10 16:06:44.008016032,Operations,Analyst,90300.0,2.5,18,2.8,False
EMP-0287,2020-06-17 14:54:35.350701408,Engineering,Director,93400.0,2.5,6,2.4,False
EMP-0288,2020-06-24 13:42:26.693386784,Engineering,Director,122600.0,3.2,2,3.4,False
EMP-0289,2020-07-01 12:30:18.036072160,Marketing,Director,22700.0,2.1,17,4.5,False
EMP-0290,2020-07-08 11:18:09.378757504,Finance,Analyst,88000.0,4.0,19,3.4,False
EMP-0291,2020-07-15 10:06:00.721442880,Sales,Senior Manager,107900.0,1.9,19,3.7,False
EMP-0292,2020-07-22 08:53:52.064128256,HR,VP,74500.0,4.1,18,4.5,False
EMP-0293,2020-07-29 07:41:43.406813632,Sales,Director,45100.0,4.4,8,3.1,False
EMP-0294,2020-08-05 06:29:34.749499008,Sales,Manager,61900.0,3.7,15,3.3,False
EMP-0295,2020-08-12 05:17:26.092184384,HR,Senior Analyst,85900.0,2.0,5,4.0,True
EMP-0296,2020-08-19 04:05:17.434869728,Marketing,VP,72800.0,3.6,20,3.6,False
EMP-0297,2020-08-26 02:53:08.777555104,Sales,Senior Analyst,92600.0,2.9,11,3.2,False
EMP-0298,2020-09-02 01:41:00.120240480,HR,Senior Analyst,117000.0,2.5,5,4.3,False
EMP-0299,2020-09-09 00:28:51.462925856,Operations,Analyst,75000.0,4.0,12,4.2,False
EMP-0300,2020-09-15 23:16:42.805611232,Finance,Manager,115500.0,4.1,23,4.4,False
EMP-0301,2020-09-22 22:04:34.148296608,Finance,Manager,82100.0,4.5,4,3.7,False
EMP-0302,2020-09-29 20:52:25.490981952,Finance,VP,93500.0,3.3,12,2.6,False
EMP-0303,2020-10-06 19:40:16.833667328,Marketing,Manager,82100.0,3.6,19,3.8,False
EMP-0304,2020-10-13 18:28:08.176352704,Sales,Manager,94100.0,4.8,6,3.0,False
EMP-0305,2020-10-20 17:15:59.519038080,Sales,Manager,98500.0,5.0,11,2.4,True
EMP-0306,2020-10-27 16:03:50.861723456,Engineering,VP,101000.0,4.4,20,3.6,False
EMP-0307,2020-11-03 14:51:42.204408832,Finance,Senior Manager,85100.0,3.2,3,3.9,True
EMP-0308,2020-11-10 13:39:33.547094176,Marketing,Manager,1700.0,3.5,4,4.9,False
EMP-0309,2020-11-17 12:27:24.889779552,HR,Manager,99900.0,3.4,15,3.0,False
EMP-0310,2020-11-24 11:15:16.232464928,Marketing,Analyst,35700.0,4.1,3,4.3,False
EMP-0311,2020-12-01 10:03:07.575150304,Sales,Analyst,69800.0,2.8,7,2.7,False
EMP-0312,2020-12-08 08:50:58.917835680,Finance,Manager,25200.0,3.8,15,4.7,False
EMP-0313,2020-12-15 07:38:50.260521056,Engineering,Senior Manager,127500.0,3.8,7,3.3,False
EMP-0314,2020-12-22 06:26:41.603206400,Operations,Manager,95400.0,3.8,16,3.6,False
EMP-0315,2020-12-29 05:14:32.945891776,Marketing,Manager,76900.0,2.7,13,3.6,True
EMP-0316,2021-01-05 04:02:24.288577152,Engineering,Manager,120500.0,3.7,11,4.3,True
EMP-0317,2021-01-12 02:50:15.631262528,Sales,Director,98300.0,4.9,2,2.8,False
EMP-0318,2021-01-19 01:38:06.973947904,HR,Senior Manager,88100.0,3.1,19,3.7,False
EMP-0319,2021-01-26 00:25:58.316633280,Marketing,Senior Analyst,94900.0,3.7,1,3.4,False
EMP-0320,2021-02-01 23:13:49.659318656,Operations,Manager,75400.0,2.0,12,5.0,False
EMP-0321,2021-02-08 22:01:41.002004000,Sales,Senior Analyst,54000.0,3.7,20,3.0,False
EMP-0322,2021-02-15 20:49:32.344689376,Finance,Senior Manager,109000.0,3.7,10,2.0,False
EMP-0323,2021-02-22 19:37:23.687374752,Marketing,Manager,83200.0,3.6,23,5.0,False
EMP-0324,2021-03-01 18:25:15.030060128,Engineering,Senior Analyst,41000.0,4.1,11,4.1,False
EMP-0325,2021-03-08 17:13:06.372745504,Marketing,VP,97700.0,3.3,17,3.2,False
EMP-0326,2021-03-15 16:00:57.715430880,Sales,Senior Analyst,86000.0,4.4,8,3.8,False
EMP-0327,2021-03-22 14:48:49.058116224,Sales,Senior Manager,127500.0,2.8,6,3.2,False
EMP-0328,2021-03-29 13:36:40.400801600,Engineering,Manager,91700.0,4.7,5,2.4,False
EMP-0329,2021-04-05 12:24:31.743486976,Operations,Director,55500.0,3.7,23,3.7,False
EMP-0330,2021-04-12 11:12:23.086172352,Sales,Senior Manager,40200.0,3.4,13,3.7,False
EMP-0331,2021-04-19 10:00:14.428857728,Marketing,Director,116600.0,2.4,17,4.0,False
EMP-0332,2021-04-26 08:48:05.771543104,Operations,Manager,83400.0,2.6,13,3.1,False
EMP-0333,2021-05-03 07:35:57.114228448,Engineering,Senior Analyst,63400.0,3.8,4,3.3,False
EMP-0334,2021-05-10 06:23:48.456913824,Sales,VP,67000.0,2.9,19,3.5,False
EMP-0335,2021-05-17 05:11:39.799599200,Sales,VP,117500.0,4.3,23,3.1,False
EMP-0336,2021-05-24 03:59:31.142284576,Marketing,Senior Manager,96800.0,3.7,12,4.6,False
EMP-0337,2021-05-31 02:47:22.484969952,Sales,Senior Manager,112400.0,2.4,0,4.4,True
EMP-0338,2021-06-07 01:35:13.827655328,Marketing,Senior Manager,91100.0,4.1,11,3.4,False
EMP-0339,2021-06-14 00:23:05.170340672,Finance,Analyst,64100.0,3.4,18,4.2,False
EMP-0340,2021-06-20 23:10:56.513026048,Operations,VP,129700.0,3.5,9,2.9,False
EMP-0341,2021-06-27 21:58:47.855711424,Marketing,VP,75200.0,4.3,23,3.5,True
EMP-0342,2021-07-04 20:46:39.198396800,HR,Manager,105100.0,2.4,4,4.8,True
EMP-0343,2021-07-11 19:34:30.541082176,Sales,Analyst,112100.0,2.6,19,4.3,False
EMP-0344,2021-07-18 18:22:21.883767552,Finance,Senior Manager,85200.0,3.8,5,4.0,False
EMP-0345,2021-07-25 17:10:13.226452896,Operations,Senior Manager,57200.0,2.1,11,3.5,False
EMP-0346,2021-08-01 15:58:04.569138272,Engineering,Director,68000.0,3.0,20,3.8,False
EMP-0347,2021-08-08 14:45:55.911823648,HR,Analyst,101900.0,4.3,2,2.8,False
EMP-0348,2021-08-15 13:33:47.254509024,Engineering,Senior Analyst,98300.0,3.4,13,3.6,False
EMP-0349,2021-08-22 12:21:38.597194400,HR,VP,117500.0,2.4,20,4.1,False
EMP-0350,2021-08-29 11:09:29.939879776,Finance,Manager,113500.0,3.7,3,3.8,False
EMP-0351,2021-09-05 09:57:21.282565120,Operations,Senior Analyst,61200.0,3.2,16,3.8,False
EMP-0352,2021-09-12 08:45:12.625250496,Finance,Senior Analyst,121100.0,2.9,16,3.3,False
EMP-0353,2021-09-19 07:33:03.967935872,Finance,Manager,59300.0,5.0,13,3.2,False
EMP-0354,2021-09-26 06:20:55.310621248,HR,Senior Manager,99900.0,4.0,14,3.1,False
EMP-0355,2021-10-03 05:08:46.653306624,Marketing,VP,145500.0,3.3,6,3.6,False
EMP-0356,2021-10-10 03:56:37.995992000,Operations,Director,92800.0,4.2,3,4.3,False
EMP-0357,2021-10-17 02:44:29.338677344,Engineering,Senior Manager,40500.0,3.3,16,3.2,False
EMP-0358,2021-10-24 01:32:20.681362720,Marketing,Senior Manager,76900.0,3.1,5,3.8,False
EMP-0359,2021-10-31 00:20:12.024048096,Marketing,Analyst,139400.0,3.7,10,3.8,False
EMP-0360,2021-11-06 23:08:03.366733472,Sales,Senior Analyst,79800.0,3.9,11,4.5,False
EMP-0361,2021-11-13 21:55:54.709418848,Engineering,Senior Analyst,118200.0,4.2,14,3.8,False
EMP-0362,2021-11-20 20:43:46.052104224,HR,VP,61100.0,4.6,11,2.8,False
EMP-0363,2021-11-27 19:31:37.394789568,Sales,Senior Analyst,76100.0,4.5,10,5.0,False
EMP-0364,2021-12-04 18:19:28.737474944,Sales,Director,79600.0,4.2,16,4.5,False
EMP-0365,2021-12-11 17:07:20.080160320,Finance,Director,133800.0,4.3,7,4.1,False
EMP-0366,2021-12-18 15:55:11.422845696,HR,Director,77400.0,4.4,11,3.4,False
EMP-0367,2021-12-25 14:43:02.765531072,Marketing,Manager,37900.0,4.1,8,3.6,False
EMP-0368,2022-01-01 13:30:54.108216448,Operations,VP,144500.0,2.2,10,2.8,False
EMP-0369,2022-01-08 12:18:45.450901792,Marketing,Director,90700.0,3.9,2,3.6,False
EMP-0370,2022-01-15 11:06:36.793587168,Marketing,Analyst,101400.0,4.6,6,3.9,False
EMP-0371,2022-01-22 09:54:28.136272544,Finance,Analyst,44800.0,2.9,20,3.8,False
EMP-0372,2022-01-29 08:42:19.478957920,Marketing,Senior Manager,91400.0,3.2,2,5.0,False
EMP-0373,2022-02-05 07:30:10.821643296,Engineering,Senior Manager,85500.0,3.5,20,4.3,False
EMP-0374,2022-02-12 06:18:02.164328672,Marketing,VP,60800.0,3.7,15,4.5,False
EMP-0375,2022-02-19 05:05:53.507014016,Marketing,Senior Manager,101700.0,3.1,9,4.2,False
EMP-0376,2022-02-26 03:53:44.849699392,Engineering,Senior Manager,42300.0,3.5,22,3.9,False
EMP-0377,2022-03-05 02:41:36.192384768,Finance,Analyst,60700.0,3.9,6,4.1,True
EMP-0378,2022-03-12 01:29:27.535070144,Sales,Senior Manager,115300.0,1.9,24,2.4,False
EMP-0379,2022-03-19 00:17:18.877755520,HR,Analyst,66900.0,3.6,23,3.6,False
EMP-0380,2022-03-25 23:05:10.220440896,Finance,Director,72700.0,3.2,19,2.8,False
EMP-0381,2022-04-01 21:53:01.563126240,Marketing,Director,87300.0,2.1,14,3.0,True
EMP-0382,2022-04-08 20:40:52.905811616,Sales,VP,75700.0,4.0,20,4.6,False
EMP-0383,2022-04-15 19:28:44.248496992,HR,Manager,102300.0,3.7,20,3.0,False
EMP-0384,2022-04-22 18:16:35.591182368,HR,Senior Manager,89400.0,3.6,9,2.9,False
EMP-0385,2022-04-29 17:04:26.933867744,HR,Director,47300.0,4.0,11,4.1,False
EMP-0386,2022-05-06 15:52:18.276553120,Engineering,Director,66600.0,3.8,17,3.8,False
EMP-0387,2022-05-13 14:40:09.619238496,Engineering,VP,63900.0,2.9,22,4.1,False
EMP-0388,2022-05-20 13:28:00.961923840,Sales,Senior Analyst,73400.0,4.1,22,5.0,False
EMP-0389,2022-05-27 12:15:52.304609216,Marketing,Senior Analyst,87800.0,4.2,8,4.2,True
EMP-0390,2022-06-03 11:03:43.647294592,Sales,VP,92700.0,2.6,8,2.7,False
EMP-0391,2022-06-10 09:51:34.989979968,Marketing,Analyst,25800.0,4.2,3,4.5,False
EMP-0392,2022-06-17 08:39:26.332665344,Finance,Manager,110600.0,3.3,4,3.6,False
EMP-0393,2022-06-24 07:27:17.675350720,HR,VP,82700.0,4.0,6,3.9,False
EMP-0394,2022-07-01 06:15:09.018036064,HR,Senior Analyst,57000.0,3.6,6,2.6,False
EMP-0395,2022-07-08 05:03:00.360721440,Engineering,Manager,108800.0,3.4,10,4.2,False
EMP-0396,2022-07-15 03:50:51.703406816,Finance,Director,32400.0,3.9,9,2.9,False
EMP-0397,2022-07-22 02:38:43.046092192,Operations,VP,45600.0,3.2,10,4.2,False
EMP-0398,2022-07-29 01:26:34.388777568,Finance,Analyst,138200.0,4.4,23,3.3,False
EMP-0399,2022-08-05 00:14:25.731462944,Marketing,Manager,88700.0,4.5,23,4.3,False
EMP-0400,2022-08-11 23:02:17.074148288,Finance,Senior Analyst,66600.0,3.1,17,2.9,False
EMP-0401,2022-08-18 21:50:08.416833664,Engineering,Director,87700.0,3.4,11,2.7,True
EMP-0402,2022-08-25 20:37:59.759519040,Marketing,VP,80500.0,3.2,24,3.4,False
EMP-0403,2022-09-01 19:25:51.102204416,Sales,Senior Manager,85900.0,3.8,15,4.0,False
EMP-0404,2022-09-08 18:13:42.444889792,Marketing,Director,97200.0,4.5,3,3.0,True
EMP-0405,2022-09-15 17:01:33.787575168,Sales,Senior Analyst,80000.0,2.2,16,3.9,False
EMP-0406,2022-09-22 15:49:25.130260512,Operations,VP,93900.0,2.4,16,4.4,False
EMP-0407,2022-09-29 14:37:16.472945888,Marketing,Senior Analyst,81000.0,3.4,20,2.9,True
EMP-0408,2022-10-06 13:25:07.815631264,HR,Senior Manager,64500.0,3.6,22,3.9,False
EMP-0409,2022-10-13 12:12:59.158316640,Operations,Director,57300.0,2.7,4,4.2,False
EMP-0410,2022-10-20 11:00:50.501002016,Sales,Manager,118000.0,3.6,12,3.7,True
EMP-0411,2022-10-27 09:48:41.843687392,Engineering,Manager,101200.0,2.9,2,3.7,False
EMP-0412,2022-11-03 08:36:33.186372736,Operations,Director,110900.0,3.1,22,2.8,False
EMP-0413,2022-11-10 07:24:24.529058112,Operations,Manager,85100.0,4.5,16,4.1,False
EMP-0414,2022-11-17 06:12:15.871743488,Operations,VP,90600.0,3.2,10,3.8,False
EMP-0415,2022-11-24 05:00:07.214428864,Sales,Director,80500.0,3.2,0,3.9,False
EMP-0416,2022-12-01 03:47:58.557114240,Sales,Director,113900.0,3.6,17,5.0,False
EMP-0417,2022-12-08 02:35:49.899799616,Marketing,Senior Analyst,76400.0,4.4,16,3.7,True
EMP-0418,2022-12-15 01:23:41.242484960,HR,Analyst,60400.0,3.5,8,4.0,False
EMP-0419,2022-12-22 00:11:32.585170336,Operations,Senior Analyst,98000.0,3.1,19,4.7,False
EMP-0420,2022-12-28 22:59:23.927855712,Marketing,Manager,81200.0,4.0,6,3.8,False
EMP-0421,2023-01-04 21:47:15.270541088,Marketing,Analyst,91200.0,4.2,4,3.3,False
EMP-0422,2023-01-11 20:35:06.613226464,HR,Director,102800.0,4.4,15,4.1,False
EMP-0423,2023-01-18 19:22:57.955911840,Marketing,Manager,70500.0,3.5,6,3.3,False
EMP-0424,2023-01-25 18:10:49.298597184,HR,Senior Manager,79500.0,3.9,12,4.6,False
EMP-0425,2023-02-01 16:58:40.641282560,Engineering,Manager,77200.0,4.1,12,4.2,False
EMP-0426,2023-02-08 15:46:31.983967936,HR,Analyst,117200.0,3.6,14,3.2,True
EMP-0427,2023-02-15 14:34:23.326653312,Finance,Analyst,85400.0,4.6,22,2.9,False
EMP-0428,2023-02-22 13:22:14.669338688,HR,Director,88900.0,4.0,16,3.9,False
EMP-0429,2023-03-01 12:10:06.012024064,HR,VP,56100.0,5.0,16,4.0,False
EMP-0430,2023-03-08 10:57:57.354709408,Finance,Senior Manager,103300.0,4.2,18,2.9,False
EMP-0431,2023-03-15 09:45:48.697394784,HR,Director,95700.0,2.0,9,4.4,False
EMP-0432,2023-03-22 08:33:40.040080160,Sales,Senior Manager,64100.0,3.2,1,4.3,False
EMP-0433,2023-03-29 07:21:31.382765536,Marketing,Senior Manager,133100.0,2.2,13,4.0,False
EMP-0434,2023-04-05 06:09:22.725450912,Marketing,Director,93400.0,3.0,22,4.3,False
EMP-0435,2023-04-12 04:57:14.068136288,Engineering,Manager,69400.0,3.2,2,3.1,False
EMP-0436,2023-04-19 03:45:05.410821632,Engineering,Senior Analyst,84900.0,4.2,6,3.1,False
EMP-0437,2023-04-26 02:32:56.753507008,Finance,Senior Manager,75800.0,3.1,24,3.6,True
EMP-0438,2023-05-03 01:20:48.096192384,Sales,Analyst,123600.0,4.6,10,3.4,True
EMP-0439,2023-05-10 00:08:39.438877760,Engineering,Director,108300.0,3.0,16,4.2,False
EMP-0440,2023-05-16 22:56:30.781563136,Marketing,VP,96400.0,3.3,14,4.4,False
EMP-0441,2023-05-23 21:44:22.124248512,Engineering,Manager,127900.0,2.5,18,3.3,False
EMP-0442,2023-05-30 20:32:13.466933856,Engineering,Senior Manager,59000.0,4.7,10,3.2,False
EMP-0443,2023-06-06 19:20:04.809619232,HR,VP,104400.0,4.8,14,4.4,False
EMP-0444,2023-06-13 18:07:56.152304608,Engineering,Manager,98700.0,3.4,14,3.1,False
EMP-0445,2023-06-20 16:55:47.494989984,Finance,Director,79200.0,2.3,5,3.6,False
EMP-0446,2023-06-27 15:43:38.837675360,Marketing,VP,79400.0,3.3,14,3.1,False
EMP-0447,2023-07-04 14:31:30.180360736,Finance,Analyst,108100.0,3.7,8,3.4,False
EMP-0448,2023-07-11 13:19:21.523046080,Finance,Senior Manager,106200.0,3.0,4,2.7,False
EMP-0449,2023-07-18 12:07:12.865731456,Operations,Senior Manager,49400.0,5.0,18,4.7,False
EMP-0450,2023-07-25 10:55:04.208416832,Sales,VP,130400.0,5.0,23,4.5,False
EMP-0451,2023-08-01 09:42:55.551102208,Operations,Manager,113600.0,2.1,4,3.2,False
EMP-0452,2023-08-08 08:30:46.893787584,Operations,Director,78000.0,2.6,21,4.1,True
EMP-0453,2023-08-15 07:18:38.236472960,HR,Senior Analyst,65200.0,3.9,12,2.8,False
EMP-0454,2023-08-22 06:06:29.579158336,Finance,Senior Manager,112800.0,2.6,17,4.2,False
EMP-0455,2023-08-29 04:54:20.921843680,Sales,Analyst,97400.0,3.6,19,3.2,False
EMP-0456,2023-09-05 03:42:12.264529056,Marketing,Senior Manager,102900.0,3.5,16,4.7,False
EMP-0457,2023-09-12 02:30:03.607214432,Marketing,Senior Manager,99300.0,3.5,14,4.2,False
EMP-0458,2023-09-19 01:17:54.949899808,Sales,Senior Analyst,115400.0,4.3,13,3.5,False
EMP-0459,2023-09-26 00:05:46.292585184,Finance,Senior Analyst,106400.0,4.9,15,3.5,True
EMP-0460,2023-10-02 22:53:37.635270560,Finance,Director,71700.0,3.8,3,3.9,False
EMP-0461,2023-10-09 21:41:28.977955904,HR,Senior Manager,70200.0,2.5,16,3.2,False
EMP-0462,2023-10-16 20:29:20.320641280,HR,Senior Manager,93900.0,3.6,19,4.6,True
EMP-0463,2023-10-23 19:17:11.663326656,Operations,Manager,142200.0,3.0,13,4.0,True
EMP-0464,2023-10-30 18:05:03.006012032,Marketing,Manager,81300.0,5.0,17,4.5,False
EMP-0465,2023-11-06 16:52:54.348697408,HR,VP,94100.0,4.1,5,2.1,False
EMP-0466,2023-11-13 15:40:45.691382784,Sales,VP,107400.0,3.8,21,3.8,False
EMP-0467,2023-11-20 14:28:37.034068128,Marketing,Analyst,74500.0,4.0,7,4.0,False
EMP-0468,2023-11-27 13:16:28.376753504,Finance,Analyst,104900.0,3.5,8,3.8,False
EMP-0469,2023-12-04 12:04:19.719438880,Marketing,Manager,85300.0,4.5,23,3.8,True
EMP-0470,2023-12-11 10:52:11.062124256,Engineering,VP,116200.0,3.0,0,3.6,False
EMP-0471,2023-12-18 09:40:02.404809632,Marketing,Analyst,61400.0,4.3,12,5.0,False
EMP-0472,2023-12-25 08:27:53.747495008,HR,Senior Manager,142800.0,4.8,2,4.0,True
EMP-0473,2024-01-01 07:15:45.090180352,Sales,VP,77200.0,2.8,5,3.9,False
EMP-0474,2024-01-08 06:03:36.432865728,Finance,Senior Analyst,98000.0,3.8,16,4.5,False
EMP-0475,2024-01-15 04:51:27.775551104,Finance,VP,85100.0,3.8,7,3.4,False
EMP-0476,2024-01-22 03:39:19.118236480,HR,Senior Manager,58000.0,2.6,5,2.9,False
EMP-0477,2024-01-29 02:27:10.460921856,HR,Manager,105800.0,2.4,15,4.4,False
EMP-0478,2024-02-05 01:15:01.803607232,HR,Director,78400.0,2.8,0,3.6,False
EMP-0479,2024-02-12 00:02:53.146292576,Engineering,Director,98100.0,3.5,9,4.8,False
EMP-0480,2024-02-18 22:50:44.488977952,Sales,Manager,64900.0,3.8,17,4.7,False
EMP-0481,2024-02-25 21:38:35.831663360,Engineering,Senior Manager,78500.0,3.2,21,2.2,False
EMP-0482,2024-03-03 20:26:27.174348672,HR,Analyst,77600.0,5.0,13,3.9,True
EMP-0483,2024-03-10 19:14:18.517034048,Sales,VP,98800.0,4.3,23,4.6,False
EMP-0484,2024-03-17 18:02:09.859719424,HR,VP,92700.0,3.9,4,2.6,False
EMP-0485,2024-03-24 16:50:01.202404800,Sales,Analyst,80600.0,3.2,16,4.1,True
EMP-0486,2024-03-31 15:37:52.545090176,Finance,Director,75800.0,3.6,13,4.3,False
EMP-0487,2024-04-07 14:25:43.887775552,Engineering,Manager,92900.0,4.4,17,3.8,True
EMP-0488,2024-04-14 13:13:35.230460928,Operations,Manager,89900.0,4.2,3,3.8,False
EMP-0489,2024-04-21 12:01:26.573146304,HR,Senior Analyst,88200.0,4.2,19,4.6,False
EMP-0490,2024-04-28 10:49:17.915831680,HR,Director,134200.0,3.3,22,2.8,True
EMP-0491,2024-05-05 09:37:09.258517056,Marketing,Manager,98800.0,3.1,1,4.4,False
EMP-0492,2024-05-12 08:25:00.601202432,Operations,Senior Analyst,133100.0,2.4,6,4.1,False
EMP-0493,2024-05-19 07:12:51.943887808,Finance,Analyst,83300.0,3.9,6,4.7,False
EMP-0494,2024-05-26 06:00:43.286573120,HR,Director,83800.0,2.3,6,3.1,False
EMP-0495,2024-06-02 04:48:34.629258496,Engineering,Director,72400.0,3.5,12,4.8,False
EMP-0496,2024-06-09 03:36:25.971943872,Finance,Manager,92500.0,3.2,18,2.8,False
EMP-0497,2024-06-16 02:24:17.314629248,HR,Manager,76900.0,3.7,21,3.6,True
EMP-0498,2024-06-23 01:12:08.657314624,Engineering,Senior Manager,73300.0,4.4,5,3.0,False
EMP-0499,2024-06-30 00:00:00.000000000,Marketing,Analyst,37500.0,4.6,19,4.3,False
