Transaction Date,Customer ID,Product,Channel,Payment Method,Amount,Quantity,Returned
2023-05-25 03:35:11.007338226,CUST-0139,Phone,Social Media,PayPal,9.4,1,False
2023-05-25 15:16:27.058038692,CUST-0316,Charger,Web,PayPal,129.94,2,False
2023-05-26 02:57:43.108739160,CUST-0324,Webcam,Web,Apple Pay,51.86,1,False
2023-05-26 14:38:59.159439626,CUST-0334,Webcam,Web,PayPal,35.28,4,True
2023-05-27 02:20:15.210140092,CUST-0302,Tablet,Mobile App,PayPal,70.47,3,False
2023-05-27 14:01:31.260840560,CUST-0294,Headphones,Social Media,Apple Pay,23.48,2,False
2023-05-28 01:42:47.311541026,CUST-0445,Phone,Mobile App,Apple Pay,36.02,1,False
2023-05-28 13:24:03.362241494,CUST-0017,Phone,Social Media,Apple Pay,60.8,2,False
2023-05-29 01:05:19.412941960,CUST-0322,Headphones,Email,Apple Pay,27.7,4,False
2023-05-29 12:46:35.463642428,CUST-0456,Mouse,Mobile App,Debit Card,10.53,4,False
2023-05-30 00:27:51.514342894,CUST-0292,Keyboard,Web,Debit Card,8.95,2,False
2023-05-30 12:09:07.565043362,CUST-0074,Laptop,Email,Apple Pay,85.26,3,False
2023-05-30 23:50:23.615743828,CUST-0263,Case,Social Media,Apple Pay,52.93,4,False
2023-05-31 11:31:39.666444296,CUST-0484,Laptop,Mobile App,Credit Card,51.09,1,False
2023-05-31 23:12:55.717144762,CUST-0016,Mouse,Social Media,Credit Card,17.08,4,False
2023-06-01 10:54:11.767845230,CUST-0014,Tablet,Social Media,Credit Card,53.49,1,False
2023-06-01 22:35:27.818545696,CUST-0336,Tablet,Mobile App,PayPal,36.58,2,False
2023-06-02 10:16:43.869246164,CUST-0281,Monitor,Mobile App,Debit Card,29.96,1,False
2023-06-02 21:57:59.919946630,CUST-0361,Laptop,Social Media,Debit Card,50.65,2,False
2023-06-03 09:39:15.970647098,CUST-0004,Laptop,Social Media,Credit Card,73.44,4,False
2023-06-03 21:20:32.021347564,CUST-0413,Case,Email,Credit Card,314.16,3,False
2023-06-04 09:01:48.072048032,CUST-0127,Tablet,Web,Debit Card,96.09,4,False
2023-06-04 20:43:04.122748498,CUST-0312,Webcam,Social Media,PayPal,128.71,4,False
2023-06-05 08:24:20.173448966,CUST-0006,Laptop,Web,Credit Card,164.79,4,False
2023-06-05 20:05:36.224149432,CUST-0129,Case,Email,Apple Pay,25.43,4,False
2023-06-06 07:46:52.274849900,CUST-0423,Headphones,Web,Credit Card,39.61,3,False
2023-06-06 19:28:08.325550366,CUST-0385,Charger,Web,Debit Card,22.09,4,False
2023-06-07 07:09:24.376250834,CUST-0371,Headphones,Email,Debit Card,27.61,1,False
2023-06-07 18:50:40.426951300,CUST-0232,Case,Social Media,Credit Card,35.58,3,False
2023-06-08 06:31:56.477651768,CUST-0447,Webcam,Web,Credit Card,26.96,3,False
2023-06-08 18:13:12.528352234,CUST-0313,Monitor,Social Media,Apple Pay,68.31,1,False
2023-06-09 05:54:28.579052702,CUST-0195,Tablet,Social Media,Apple Pay,84.17,2,False
2023-06-09 17:35:44.629753168,CUST-0065,Monitor,Mobile App,PayPal,14.79,4,False
2023-06-10 05:17:00.680453636,CUST-0321,Monitor,Social Media,PayPal,39.96,3,True
2023-06-10 16:58:16.731154102,CUST-0103,Case,Social Media,Apple Pay,40.4,4,False
2023-06-11 04:39:32.781854570,CUST-0277,Tablet,Web,PayPal,12.52,4,False
2023-06-11 16:20:48.832555036,CUST-0493,Phone,Social Media,PayPal,25.38,1,False
2023-06-12 04:02:04.883255504,CUST-0158,Charger,Social Media,Credit Card,130.77,1,False
2023-06-12 15:43:20.933955970,CUST-0224,Laptop,Mobile App,Apple Pay,129.1,1,False
2023-06-13 03:24:36.984656438,CUST-0289,Monitor,Mobile App,Credit Card,10.71,4,False
2023-06-13 15:05:53.035356904,CUST-0432,Headphones,Web,Credit Card,87.54,3,False
2023-06-14 02:47:09.086057372,CUST-0278,Phone,Web,PayPal,12.55,3,False
2023-06-14 14:28:25.136757838,CUST-0478,Phone,Mobile App,Credit Card,36.54,2,False
2023-06-15 02:09:41.187458306,CUST-0182,Webcam,Mobile App,Debit Card,49.54,4,False
2023-06-15 13:50:57.238158772,CUST-0366,Monitor,Email,PayPal,115.91,2,True
2023-06-16 01:32:13.288859240,CUST-0004,Monitor,Social Media,Debit Card,45.85,2,False
2023-06-16 13:13:29.339559706,CUST-0215,Keyboard,Web,PayPal,19.81,2,False
2023-06-17 00:54:45.390260172,CUST-0439,Case,Web,Credit Card,16.71,2,False
2023-06-17 12:36:01.440960640,CUST-0428,Webcam,Social Media,PayPal,64.59,2,False
2023-06-18 00:17:17.491661106,CUST-0217,Phone,Social Media,Debit Card,28.97,4,False
2023-06-18 11:58:33.542361574,CUST-0396,Phone,Web,PayPal,36.28,1,False
2023-06-18 23:39:49.593062040,CUST-0209,Keyboard,Mobile App,Debit Card,144.09,2,False
2023-06-19 11:21:05.643762508,CUST-0463,Laptop,Mobile App,Apple Pay,84.34,3,False
2023-06-19 23:02:21.694462974,CUST-0074,Mouse,Social Media,Credit Card,266.91,4,False
2023-06-20 10:43:37.745163442,CUST-0227,Headphones,Web,Debit Card,19.72,2,False
2023-06-20 22:24:53.795863908,CUST-0375,Mouse,Social Media,Apple Pay,26.86,3,False
2023-06-21 10:06:09.846564376,CUST-0436,Monitor,Mobile App,Credit Card,65.61,2,False
2023-06-21 21:47:25.897264842,CUST-0093,Tablet,Email,Apple Pay,336.57,1,False
2023-06-22 09:28:41.947965310,CUST-0460,Webcam,Email,Debit Card,24.66,4,False
2023-06-22 21:09:57.998665776,CUST-0065,Monitor,Mobile App,Credit Card,56.74,1,False
2023-06-23 08:51:14.049366244,CUST-0321,Laptop,Social Media,Apple Pay,204.64,3,False
2023-06-23 20:32:30.100066710,CUST-0010,Mouse,Email,Debit Card,57.39,2,False
2023-06-24 08:13:46.150767178,CUST-0402,Monitor,Mobile App,Apple Pay,151.41,1,False
2023-06-24 19:55:02.201467644,CUST-0303,Headphones,Web,Credit Card,386.64,1,False
2023-06-25 07:36:18.252168112,CUST-0322,Phone,Social Media,Credit Card,73.34,2,False
2023-06-25 19:17:34.302868578,CUST-0305,Case,Social Media,Credit Card,86.36,4,False
2023-06-26 06:58:50.353569046,CUST-0456,Charger,Email,Debit Card,114.77,3,False
2023-06-26 18:40:06.404269512,CUST-0278,Monitor,Social Media,Apple Pay,22.1,4,False
2023-06-27 06:21:22.454969980,CUST-0086,Laptop,Email,Apple Pay,12.41,3,False
2023-06-27 18:02:38.505670446,CUST-0026,Webcam,Email,Debit Card,63.97,3,False
2023-06-28 05:43:54.556370914,CUST-0218,Tablet,Mobile App,Credit Card,29.22,1,False
2023-06-28 17:25:10.607071380,CUST-0393,Headphones,Email,PayPal,156.45,2,False
2023-06-29 05:06:26.657771848,CUST-0405,Keyboard,Web,Credit Card,74.76,4,False
2023-06-29 16:47:42.708472314,CUST-0095,Laptop,Social Media,PayPal,153.82,1,False
2023-06-30 04:28:58.759172782,CUST-0244,Mouse,Email,Credit Card,16.42,1,False
2023-06-30 16:10:14.809873248,CUST-0447,Case,Social Media,Debit Card,148.64,1,False
2023-07-01 03:51:30.860573716,CUST-0107,Mouse,Email,PayPal,5.48,4,False
2023-07-01 15:32:46.911274182,CUST-0390,Phone,Mobile App,Debit Card,17.82,1,True
2023-07-02 03:14:02.961974650,CUST-0248,Case,Web,PayPal,102.74,2,True
2023-07-02 14:55:19.012675116,CUST-0014,Mouse,Social Media,Apple Pay,33.03,1,False
2023-07-03 02:36:35.063375584,CUST-0161,Webcam,Mobile App,PayPal,36.37,1,False
2023-07-03 14:17:51.114076050,CUST-0071,Mouse,Social Media,PayPal,60.78,3,False
2023-07-04 01:59:07.164776518,CUST-0152,Headphones,Mobile App,PayPal,226.32,1,False
2023-07-04 13:40:23.215476984,CUST-0457,Headphones,Web,Apple Pay,7.99,4,False
2023-07-05 01:21:39.266177452,CUST-0075,Charger,Email,Debit Card,190.32,4,False
2023-07-05 13:02:55.316877918,CUST-0376,Mouse,Mobile App,Apple Pay,201.84,2,False
2023-07-06 00:44:11.367578386,CUST-0215,Webcam,Social Media,PayPal,32.97,4,False
2023-07-06 12:25:27.418278852,CUST-0368,Webcam,Social Media,Credit Card,27.25,4,False
2023-07-07 00:06:43.468979320,CUST-0051,Monitor,Mobile App,Apple Pay,48.52,1,False
2023-07-07 11:47:59.519679786,CUST-0386,Tablet,Web,Credit Card,26.68,2,False
2023-07-07 23:29:15.570380252,CUST-0143,Case,Web,Apple Pay,77.07,4,False
2023-07-08 11:10:31.621080720,CUST-0419,Laptop,Email,Apple Pay,87.8,2,False
2023-07-08 22:51:47.671781186,CUST-0036,Keyboard,Email,PayPal,11.54,2,False
2023-07-09 10:33:03.722481654,CUST-0374,Case,Social Media,Debit Card,21.75,3,False
2023-07-09 22:14:19.773182120,CUST-0476,Case,Social Media,Debit Card,16.69,3,False
2023-07-10 09:55:35.823882588,CUST-0167,Phone,Email,PayPal,67.67,1,False
2023-07-10 21:36:51.874583054,CUST-0236,Case,Email,Apple Pay,130.63,4,True
2023-07-11 09:18:07.925283522,CUST-0260,Phone,Email,Debit Card,18.66,1,False
2023-07-11 20:59:23.975983988,CUST-0192,Monitor,Mobile App,Debit Card,129.71,1,False
2023-07-12 08:40:40.026684456,CUST-0202,Tablet,Email,Debit Card,21.65,2,False
2023-07-12 20:21:56.077384922,CUST-0262,Webcam,Mobile App,PayPal,112.01,2,False
2023-07-13 08:03:12.128085390,CUST-0185,Charger,Mobile App,Credit Card,41.11,2,False
2023-07-13 19:44:28.178785856,CUST-0158,Webcam,Email,Credit Card,35.1,1,False
2023-07-14 07:25:44.229486324,CUST-0246,Mouse,Web,Credit Card,171.13,4,False
2023-07-14 19:07:00.280186790,CUST-0110,Keyboard,Web,Credit Card,326.26,1,False
2023-07-15 06:48:16.330887258,CUST-0099,Tablet,Social Media,Credit Card,7.83,1,False
2023-07-15 18:29:32.381587724,CUST-0241,Tablet,Email,Debit Card,99.43,1,False
2023-07-16 06:10:48.432288192,CUST-0491,Monitor,Social Media,Debit Card,65.19,3,False
2023-07-16 17:52:04.482988658,CUST-0202,Keyboard,Email,Apple Pay,105.41,3,False
2023-07-17 05:33:20.533689126,CUST-0122,Mouse,Social Media,Debit Card,12.96,4,False
2023-07-17 17:14:36.584389592,CUST-0117,Mouse,Mobile App,PayPal,18.46,3,False
2023-07-18 04:55:52.635090060,CUST-0096,Charger,Email,Apple Pay,27.9,1,False
2023-07-18 16:37:08.685790526,CUST-0234,Laptop,Web,Debit Card,67.56,3,False
2023-07-19 04:18:24.736490994,CUST-0490,Webcam,Email,Apple Pay,26.24,3,False
2023-07-19 15:59:40.787191460,CUST-0067,Case,Social Media,Apple Pay,39.53,1,False
2023-07-20 03:40:56.837891928,CUST-0376,Keyboard,Social Media,Credit Card,125.28,4,False
2023-07-20 15:22:12.888592394,CUST-0218,Mouse,Social Media,Apple Pay,423.61,3,False
2023-07-21 03:03:28.939292862,CUST-0015,Mouse,Social Media,Debit Card,116.65,1,False
2023-07-21 14:44:44.989993328,CUST-0273,Laptop,Social Media,Credit Card,128.95,1,False
2023-07-22 02:26:01.040693796,CUST-0219,Tablet,Social Media,Debit Card,45.52,1,False
2023-07-22 14:07:17.091394262,CUST-0274,Mouse,Web,Credit Card,22.41,2,False
2023-07-23 01:48:33.142094730,CUST-0371,Charger,Social Media,Debit Card,39.41,1,False
2023-07-23 13:29:49.192795196,CUST-0147,Mouse,Web,Credit Card,51.53,3,True
2023-07-24 01:11:05.243495664,CUST-0332,Mouse,Email,Credit Card,17.11,3,False
2023-07-24 12:52:21.294196130,CUST-0344,Laptop,Mobile App,PayPal,123.36,1,False
2023-07-25 00:33:37.344896598,CUST-0453,Charger,Web,Debit Card,249.5,2,False
2023-07-25 12:14:53.395597064,CUST-0152,Headphones,Email,Apple Pay,61.71,2,False
2023-07-25 23:56:09.446297532,CUST-0347,Phone,Mobile App,Credit Card,161.43,2,False
2023-07-26 11:37:25.496997998,CUST-0304,Laptop,Web,Debit Card,182.81,3,False
2023-07-26 23:18:41.547698466,CUST-0414,Tablet,Web,Credit Card,19.4,2,False
2023-07-27 10:59:57.598398932,CUST-0015,Tablet,Email,PayPal,9.6,4,False
2023-07-27 22:41:13.649099398,CUST-0431,Keyboard,Social Media,PayPal,33.15,4,False
2023-07-28 10:22:29.699799866,CUST-0379,Laptop,Web,PayPal,60.09,2,True
2023-07-28 22:03:45.750500332,CUST-0486,Monitor,Web,PayPal,16.51,4,False
2023-07-29 09:45:01.801200800,CUST-0383,Laptop,Email,Apple Pay,226.38,1,False
2023-07-29 21:26:17.851901268,CUST-0428,Headphones,Social Media,Apple Pay,383.29,2,False
2023-07-30 09:07:33.902601732,CUST-0354,Mouse,Mobile App,Credit Card,65.31,2,False
2023-07-30 20:48:49.953302200,CUST-0411,Laptop,Social Media,Debit Card,20.45,2,True
2023-07-31 08:30:06.004002668,CUST-0084,Monitor,Social Media,PayPal,88.79,1,False
2023-07-31 20:11:22.054703136,CUST-0192,Case,Email,PayPal,20.39,1,False
2023-08-01 07:52:38.105403600,CUST-0041,Monitor,Social Media,Apple Pay,171.24,2,False
2023-08-01 19:33:54.156104068,CUST-0352,Tablet,Email,Apple Pay,43.32,3,False
2023-08-02 07:15:10.206804536,CUST-0324,Headphones,Mobile App,PayPal,112.98,3,False
2023-08-02 18:56:26.257505004,CUST-0261,Mouse,Web,Debit Card,134.54,4,False
2023-08-03 06:37:42.308205468,CUST-0309,Monitor,Web,Credit Card,93.5,1,False
2023-08-03 18:18:58.358905936,CUST-0378,Headphones,Email,Credit Card,325.47,4,False
2023-08-04 06:00:14.409606404,CUST-0136,Case,Email,Credit Card,65.25,4,False
2023-08-04 17:41:30.460306872,CUST-0278,Charger,Social Media,Credit Card,33.01,2,False
2023-08-05 05:22:46.511007336,CUST-0106,Charger,Social Media,Debit Card,6.67,3,False
2023-08-05 17:04:02.561707804,CUST-0007,Charger,Web,Debit Card,5.56,4,False
2023-08-06 04:45:18.612408272,CUST-0406,Case,Web,Debit Card,104.8,2,False
2023-08-06 16:26:34.663108740,CUST-0302,Mouse,Web,Apple Pay,45.43,1,False
2023-08-07 04:07:50.713809204,CUST-0030,Phone,Email,PayPal,24.16,4,False
2023-08-07 15:49:06.764509672,CUST-0126,Phone,Mobile App,Debit Card,17.92,3,False
2023-08-08 03:30:22.815210140,CUST-0357,Headphones,Mobile App,Credit Card,114.54,1,False
2023-08-08 15:11:38.865910608,CUST-0400,Charger,Email,Debit Card,20.42,2,True
2023-08-09 02:52:54.916611072,CUST-0079,Tablet,Social Media,PayPal,278.85,1,False
2023-08-09 14:34:10.967311540,CUST-0389,Mouse,Mobile App,Apple Pay,573.06,4,False
2023-08-10 02:15:27.018012008,CUST-0067,Phone,Social Media,Credit Card,22.2,1,False
2023-08-10 13:56:43.068712476,CUST-0023,Laptop,Web,Apple Pay,106.68,1,False
2023-08-11 01:37:59.119412940,CUST-0189,Keyboard,Web,Debit Card,84.78,1,False
2023-08-11 13:19:15.170113408,CUST-0074,Webcam,Social Media,Credit Card,20.34,3,False
2023-08-12 01:00:31.220813876,CUST-0005,Case,Web,Credit Card,20.45,4,False
2023-08-12 12:41:47.271514344,CUST-0407,Case,Email,Debit Card,48.3,2,False
2023-08-13 00:23:03.322214808,CUST-0463,Phone,Social Media,Debit Card,17.49,3,False
2023-08-13 12:04:19.372915276,CUST-0082,Case,Social Media,PayPal,162.59,4,False
2023-08-13 23:45:35.423615744,CUST-0025,Charger,Social Media,Debit Card,42.69,2,False
2023-08-14 11:26:51.474316212,CUST-0264,Webcam,Mobile App,Debit Card,17.8,2,False
2023-08-14 23:08:07.525016676,CUST-0479,Tablet,Social Media,Debit Card,49.95,2,False
2023-08-15 10:49:23.575717144,CUST-0405,Laptop,Social Media,Credit Card,87.04,4,False
2023-08-15 22:30:39.626417612,CUST-0002,Headphones,Social Media,PayPal,26.46,2,True
2023-08-16 10:11:55.677118080,CUST-0278,Webcam,Mobile App,Credit Card,7.44,2,False
2023-08-16 21:53:11.727818544,CUST-0328,Tablet,Web,Debit Card,61.95,3,False
2023-08-17 09:34:27.778519012,CUST-0343,Case,Mobile App,PayPal,16.17,2,False
2023-08-17 21:15:43.829219480,CUST-0224,Phone,Email,Debit Card,24.69,1,False
2023-08-18 08:56:59.879919944,CUST-0072,Monitor,Social Media,Credit Card,87.28,3,False
2023-08-18 20:38:15.930620412,CUST-0068,Headphones,Email,Credit Card,30.33,3,False
2023-08-19 08:19:31.981320880,CUST-0320,Mouse,Mobile App,Debit Card,47.41,4,False
2023-08-19 20:00:48.032021348,CUST-0094,Keyboard,Web,PayPal,233.47,2,False
2023-08-20 07:42:04.082721812,CUST-0019,Phone,Web,Credit Card,38.4,1,False
2023-08-20 19:23:20.133422280,CUST-0128,Case,Social Media,Debit Card,412.12,1,False
2023-08-21 07:04:36.184122748,CUST-0343,Phone,Web,Apple Pay,114.42,2,False
2023-08-21 18:45:52.234823216,CUST-0082,Charger,Mobile App,Debit Card,21.51,2,False
2023-08-22 06:27:08.285523680,CUST-0254,Case,Mobile App,Debit Card,33.91,4,False
2023-08-22 18:08:24.336224148,CUST-0437,Phone,Web,PayPal,15.45,1,False
2023-08-23 05:49:40.386924616,CUST-0221,Webcam,Social Media,Debit Card,103.28,3,False
2023-08-23 17:30:56.437625084,CUST-0343,Webcam,Social Media,Apple Pay,205.31,4,False
2023-08-24 05:12:12.488325548,CUST-0097,Laptop,Mobile App,Debit Card,38.15,4,False
2023-08-24 16:53:28.539026016,CUST-0052,Laptop,Web,Apple Pay,8.49,3,False
2023-08-25 04:34:44.589726484,CUST-0175,Headphones,Mobile App,Credit Card,78.29,4,True
2023-08-25 16:16:00.640426952,CUST-0338,Phone,Mobile App,Debit Card,23.06,2,True
2023-08-26 03:57:16.691127416,CUST-0182,Laptop,Email,PayPal,26.82,3,False
2023-08-26 15:38:32.741827884,CUST-0428,Charger,Mobile App,Debit Card,74.55,3,False
2023-08-27 03:19:48.792528352,CUST-0353,Tablet,Social Media,Apple Pay,187.16,1,False
2023-08-27 15:01:04.843228820,CUST-0391,Laptop,Web,Apple Pay,114.38,3,True
2023-08-28 02:42:20.893929284,CUST-0115,Phone,Web,PayPal,83.89,4,False
2023-08-28 14:23:36.944629752,CUST-0348,Webcam,Email,Apple Pay,46.65,1,False
2023-08-29 02:04:52.995330220,CUST-0001,Keyboard,Email,Debit Card,14.58,4,False
2023-08-29 13:46:09.046030688,CUST-0063,Monitor,Social Media,Apple Pay,77.32,2,False
2023-08-30 01:27:25.096731152,CUST-0248,Mouse,Email,Debit Card,111.91,2,False
2023-08-30 13:08:41.147431620,CUST-0231,Laptop,Mobile App,Debit Card,30.11,1,False
2023-08-31 00:49:57.198132088,CUST-0226,Mouse,Mobile App,Apple Pay,37.85,1,False
2023-08-31 12:31:13.248832556,CUST-0423,Monitor,Social Media,PayPal,165.68,4,False
2023-09-01 00:12:29.299533020,CUST-0019,Headphones,Web,Credit Card,36.87,2,False
2023-09-01 11:53:45.350233488,CUST-0031,Webcam,Social Media,PayPal,41.66,1,False
2023-09-01 23:35:01.400933956,CUST-0333,Webcam,Email,Credit Card,49.98,2,True
2023-09-02 11:16:17.451634424,CUST-0121,Monitor,Web,PayPal,106.22,2,False
2023-09-02 22:57:33.502334888,CUST-0024,Phone,Web,Debit Card,73.21,2,False
2023-09-03 10:38:49.553035356,CUST-0325,Mouse,Web,Debit Card,67.98,4,False
2023-09-03 22:20:05.603735824,CUST-0471,Mouse,Email,Apple Pay,249.1,4,False
2023-09-04 10:01:21.654436292,CUST-0211,Monitor,Mobile App,Credit Card,36.25,2,False
2023-09-04 21:42:37.705136756,CUST-0449,Mouse,Mobile App,Credit Card,21.1,2,True
2023-09-05 09:23:53.755837224,CUST-0161,Phone,Email,Apple Pay,151.73,2,True
2023-09-05 21:05:09.806537692,CUST-0255,Webcam,Email,PayPal,68.78,3,False
2023-09-06 08:46:25.857238160,CUST-0059,Headphones,Social Media,Apple Pay,30.29,3,False
2023-09-06 20:27:41.907938624,CUST-0114,Charger,Social Media,PayPal,38.1,4,False
2023-09-07 08:08:57.958639092,CUST-0417,Webcam,Mobile App,Apple Pay,15.27,2,False
2023-09-07 19:50:14.009339560,CUST-0160,Tablet,Email,Credit Card,68.83,3,False
2023-09-08 07:31:30.060040024,CUST-0443,Tablet,Social Media,Credit Card,12.66,1,False
2023-09-08 19:12:46.110740492,CUST-0220,Webcam,Email,PayPal,107.99,1,False
2023-09-09 06:54:02.161440960,CUST-0357,Phone,Email,Credit Card,32.38,2,False
2023-09-09 18:35:18.212141428,CUST-0169,Charger,Mobile App,Credit Card,13.54,3,False
2023-09-10 06:16:34.262841892,CUST-0012,Headphones,Mobile App,Credit Card,163.57,1,False
2023-09-10 17:57:50.313542360,CUST-0457,Mouse,Email,Credit Card,521.34,4,False
2023-09-11 05:39:06.364242828,CUST-0242,Tablet,Web,Debit Card,84.55,1,False
2023-09-11 17:20:22.414943296,CUST-0375,Tablet,Web,Apple Pay,41.04,4,False
2023-09-12 05:01:38.465643760,CUST-0139,Tablet,Email,Apple Pay,20.9,1,False
2023-09-12 16:42:54.516344228,CUST-0097,Case,Mobile App,Debit Card,70.94,1,False
2023-09-13 04:24:10.567044696,CUST-0147,Phone,Web,Credit Card,103.21,3,False
2023-09-13 16:05:26.617745164,CUST-0182,Webcam,Mobile App,Apple Pay,54.98,1,False
2023-09-14 03:46:42.668445628,CUST-0057,Charger,Web,Apple Pay,133.68,1,False
2023-09-14 15:27:58.719146096,CUST-0042,Webcam,Email,Apple Pay,248.11,4,False
2023-09-15 03:09:14.769846564,CUST-0354,Case,Social Media,PayPal,15.49,4,False
2023-09-15 14:50:30.820547032,CUST-0199,Tablet,Social Media,Debit Card,73.26,1,False
2023-09-16 02:31:46.871247496,CUST-0031,Monitor,Mobile App,PayPal,8.14,2,False
2023-09-16 14:13:02.921947964,CUST-0180,Case,Mobile App,PayPal,24.19,1,True
2023-09-17 01:54:18.972648432,CUST-0002,Phone,Web,Debit Card,112.15,1,False
2023-09-17 13:35:35.023348900,CUST-0467,Headphones,Email,Apple Pay,52.1,3,False
2023-09-18 01:16:51.074049364,CUST-0422,Mouse,Web,PayPal,10.9,1,False
2023-09-18 12:58:07.124749832,CUST-0288,Keyboard,Email,Apple Pay,156.01,1,True
2023-09-19 00:39:23.175450300,CUST-0138,Charger,Email,PayPal,31.71,4,True
2023-09-19 12:20:39.226150768,CUST-0105,Case,Mobile App,Apple Pay,127.85,4,False
2023-09-20 00:01:55.276851232,CUST-0392,Headphones,Social Media,Credit Card,91.17,4,False
2023-09-20 11:43:11.327551700,CUST-0218,Keyboard,Social Media,Credit Card,23.73,4,False
2023-09-20 23:24:27.378252168,CUST-0222,Headphones,Mobile App,Credit Card,130.18,1,False
2023-09-21 11:05:43.428952636,CUST-0331,Webcam,Social Media,Debit Card,75.08,2,True
2023-09-21 22:46:59.479653100,CUST-0105,Webcam,Mobile App,Credit Card,65.04,3,False
2023-09-22 10:28:15.530353568,CUST-0404,Tablet,Web,PayPal,34.19,3,False
2023-09-22 22:09:31.581054036,CUST-0404,Laptop,Email,Apple Pay,18.12,2,False
2023-09-23 09:50:47.631754504,CUST-0127,Mouse,Social Media,Apple Pay,35.92,2,False
2023-09-23 21:32:03.682454968,CUST-0265,Phone,Social Media,Apple Pay,35.15,3,False
2023-09-24 09:13:19.733155436,CUST-0200,Phone,Web,Apple Pay,127.95,1,False
2023-09-24 20:54:35.783855904,CUST-0252,Tablet,Web,PayPal,10.5,3,False
2023-09-25 08:35:51.834556372,CUST-0015,Webcam,Social Media,Apple Pay,237.63,2,False
2023-09-25 20:17:07.885256836,CUST-0226,Tablet,Social Media,PayPal,251.04,1,False
2023-09-26 07:58:23.935957304,CUST-0472,Monitor,Mobile App,PayPal,28.76,3,False
2023-09-26 19:39:39.986657772,CUST-0353,Case,Mobile App,Apple Pay,221.76,1,False
2023-09-27 07:20:56.037358240,CUST-0105,Case,Social Media,Apple Pay,19.97,1,True
2023-09-27 19:02:12.088058704,CUST-0233,Charger,Mobile App,Apple Pay,168.53,2,False
2023-09-28 06:43:28.138759172,CUST-0493,Webcam,Web,PayPal,24.05,4,False
2023-09-28 18:24:44.189459640,CUST-0319,Laptop,Email,Debit Card,153.46,3,True
2023-09-29 06:06:00.240160104,CUST-0488,Monitor,Mobile App,PayPal,12.97,2,False
2023-09-29 17:47:16.290860572,CUST-0219,Monitor,Email,Debit Card,161.23,3,False
2023-09-30 05:28:32.341561040,CUST-0277,Webcam,Mobile App,Apple Pay,198.06,4,False
2023-09-30 17:09:48.392261508,CUST-0261,Case,Social Media,PayPal,12.56,4,False
2023-10-01 04:51:04.442961972,CUST-0381,Keyboard,Mobile App,Apple Pay,316.48,4,False
2023-10-01 16:32:20.493662440,CUST-0419,Case,Email,Debit Card,151.18,4,False
2023-10-02 04:13:36.544362908,CUST-0341,Charger,Email,Debit Card,7.4,3,False
2023-10-02 15:54:52.595063376,CUST-0452,Charger,Social Media,PayPal,33.45,1,False
2023-10-03 03:36:08.645763840,CUST-0369,Webcam,Email,PayPal,154.1,1,False
2023-10-03 15:17:24.696464308,CUST-0432,Mouse,Social Media,PayPal,112.52,4,False
2023-10-04 02:58:40.747164776,CUST-0336,Mouse,Social Media,PayPal,61.06,4,False
2023-10-04 14:39:56.797865244,CUST-0479,Laptop,Email,Credit Card,138.1,1,False
2023-10-05 02:21:12.848565708,CUST-0474,Mouse,Web,Credit Card,22.78,2,False
2023-10-05 14:02:28.899266176,CUST-0190,Headphones,Email,Apple Pay,57.25,4,False
2023-10-06 01:43:44.949966644,CUST-0372,Headphones,Email,Debit Card,23.44,1,False
2023-10-06 13:25:01.000667112,CUST-0419,Phone,Mobile App,Debit Card,62.48,2,False
2023-10-07 01:06:17.051367576,CUST-0198,Headphones,Email,Apple Pay,148.57,1,False
2023-10-07 12:47:33.102068044,CUST-0353,Keyboard,Mobile App,Apple Pay,119.29,2,True
2023-10-08 00:28:49.152768512,CUST-0277,Keyboard,Mobile App,Apple Pay,68.23,3,False
2023-10-08 12:10:05.203468980,CUST-0336,Keyboard,Email,Credit Card,146.89,2,False
2023-10-08 23:51:21.254169444,CUST-0495,Headphones,Social Media,Apple Pay,162.09,4,False
2023-10-09 11:32:37.304869912,CUST-0039,Laptop,Web,Debit Card,329.42,2,False
2023-10-09 23:13:53.355570380,CUST-0162,Case,Email,Apple Pay,175.47,2,False
2023-10-10 10:55:09.406270848,CUST-0490,Webcam,Email,PayPal,105.26,4,False
2023-10-10 22:36:25.456971312,CUST-0121,Tablet,Social Media,Debit Card,138.95,3,True
2023-10-11 10:17:41.507671780,CUST-0380,Phone,Mobile App,Debit Card,69.66,2,False
2023-10-11 21:58:57.558372248,CUST-0399,Charger,Social Media,Debit Card,41.27,3,False
2023-10-12 09:40:13.609072716,CUST-0262,Monitor,Social Media,Credit Card,130.01,1,False
2023-10-12 21:21:29.659773180,CUST-0450,Charger,Mobile App,Credit Card,116.41,1,False
2023-10-13 09:02:45.710473648,CUST-0216,Phone,Email,Debit Card,73.11,4,False
2023-10-13 20:44:01.761174116,CUST-0312,Charger,Social Media,PayPal,44.94,3,False
2023-10-14 08:25:17.811874584,CUST-0049,Case,Social Media,Debit Card,42.52,4,False
2023-10-14 20:06:33.862575048,CUST-0092,Charger,Email,Credit Card,36.28,4,False
2023-10-15 07:47:49.913275516,CUST-0129,Charger,Email,PayPal,191.66,2,False
2023-10-15 19:29:05.963975984,CUST-0321,Case,Web,Debit Card,177.4,1,False
2023-10-16 07:10:22.014676452,CUST-0028,Case,Social Media,Credit Card,169.95,4,False
